Genotype	Year	Provenance	Deme	Genetics	Population	Latitude	Longitude	Elevation	Height	Volume	Growth.rate	H.D	Amax	Amax.mass	LMAsummer	deltaleaf	delta15N	gs	C.N	Narea	Nmass	NUE	WUE	Growth.period	Budset	Canopy.duration	Leaf.drop	Post.budset.period	fitness
HOPF27_4	2010	HOPF	South	0.259650687	27	49.43	121.43	61	431.5	2575.7	1.04	96.1	16.22	0.1899	0.10238	19.87	1.549	0.2813	28.73	0.001436	0.01682	11.29	4.199	195	249.5	268.5	323	73.5	209.5
HOPF27_5	2010	HOPF	South	0.257882747	27	49.43	121.43	61	561.5	8471.8	1.3	79	18.33	0.2165	0.09898	18.14	3.337	0.2941	22.24	0.001945	0.02265	9.55	4.578	208.5	275.8	255.8	323	47.3	272.2
HOPG27_1	2010	HOPG	South	0.263141674	27	49.4	121.55	500	432.7	3450.8	1.18	81.7	19.62	0.2236	0.10311	19.89	1.182	0.315	26.81	0.001607	0.01823	12.2	4.517	167.3	227.3	263	323	95.7	195.4
HOPG27_2	2010	HOPG	South	0.262108026	27	49.4	121.55	500	406.5	2933.7	0.98	80.5	NA	NA	0.10994	19.28	NA	NA	NA	NA	NA	NA	NA	190.5	246	267	322.5	76.5	186.9
HOPG27_5	2010	HOPG	South	0.256329099	27	49.4	121.55	500	407.5	3682.6	1.11	92.1	14.12	0.2232	0.10131	19.79	-0.269	0.2653	21.16	0.001441	0.02278	9.8	3.783	162.8	232	253.8	323	91	182.5
HRSO27_1	2010	HRSO	South	0.255049657	27	49.28	121.95	40	423.8	2486	0.99	94	NA	NA	0.1073	18.88	NA	NA	NA	NA	NA	NA	NA	181.5	242.5	262	323	80.5	180.3
HRSO27_2	2010	HRSO	South	0.271747725	27	49.28	121.95	40	669.3	11046.6	1.34	87.7	16.99	0.176	0.10637	18.06	1.075	0.2265	25.87	0.001804	0.01868	9.42	5.332	224	279.3	267.8	323	43.8	293.2
HRSO27_4	2010	HRSO	South	0.267207511	27	49.28	121.95	40	453.6	7874.7	0.88	63.6	11.97	0.1174	0.08162	20.11	-0.148	0.1183	25.28	0.001762	0.01728	6.79	6.891	208.1	270	261.1	323	53	186.7
HRSP27_1	2010	HRSP	South	0.266567253	27	49.23	121.85	30	533.3	11992.6	1.02	78.4	NA	NA	0.10311	19.88	NA	NA	NA	NA	NA	NA	NA	221	277.5	266.5	323	45.5	227
HRSP27_3	2010	HRSP	South	0.267376953	27	49.23	121.85	30	447.3	3866.7	0.89	91.5	NA	NA	0.09848	20.01	NA	NA	NA	NA	NA	NA	NA	187	246	264	323	77	171
HRSP27_4	2010	HRSP	South	0.260702961	27	49.23	121.85	30	496.6	5514.4	1.16	80.3	20.93	0.2311	0.09953	20.35	3.707	0.3894	21.95	0.002039	0.02226	10.54	3.976	212.8	260.9	274.9	323	62.1	248.3
MCMN27_3	2010	MCMN	South	0.26773279	27	49.18	122.58	15	485.5	4326	0.99	98.1	16.49	0.1859	0.1023	19.03	1.784	0.28	28.45	0.001543	0.0174	10.68	4.278	213.5	271.8	264.8	323	51.3	213
MTSM27_3	2010	MTSM	South	0.273676094	27	49.12	122.33	8	539.8	3646.7	1.05	108.6	21.76	0.1874	0.11566	20.6	1.285	0.3354	29.59	0.001936	0.01663	11.18	4.921	200	260	263	323	63	211
MTSM27_5	2010	MTSM	South	0.25499588	27	49.12	122.33	8	374.5	2266.5	0.97	81.4	16.42	0.1882	0.08246	20.14	1.529	0.2266	24.2	0.001777	0.02037	9.24	5.169	154.5	232	244.5	322	90	151.5
NHTA27_2	2010	NHTA	South	0.26308485	27	50	121.57	213	373.5	2985.9	1	72.1	12.03	0.2375	0.09115	19.5	2.013	0.2036	18.05	0.001419	0.02802	8.48	4.235	169.5	233.8	257.8	322	88.3	168.5
NHTA27_3	2010	NHTA	South	0.274306137	27	50	121.57	213	380.3	1265.2	1.13	114.7	NA	NA	0.09967	19.08	NA	NA	NA	NA	NA	NA	NA	168.3	237.3	253	322	84.8	196.8
NHTB27_1	2010	NHTB	South	0.259455408	27	49.97	121.82	335	349.3	1288.5	0.98	94.3	19.18	0.1918	0.10989	18.7	-0.201	0.2259	24.99	0.001902	0.01902	10.09	6.042	140.5	221.5	236.5	317.5	96	139
NHTB27_2	2010	NHTB	South	0.274284163	27	49.97	121.82	335	379.5	1556.5	1.06	96.7	NA	NA	0.06762	19.39	NA	NA	NA	NA	NA	NA	NA	170	242.5	248.5	321	78.5	180.5
NHTB27_4	2010	NHTB	South	0.271832575	27	49.97	121.82	335	375.5	2346.9	1.13	91.8	NA	NA	0.1007	20.01	NA	NA	NA	NA	NA	NA	NA	145.3	223.3	239.3	317.3	94	165
NHTB27_5	2010	NHTB	South	0.259886652	27	49.97	121.82	335	385.3	3017.7	0.8	75.7	20.38	0.3229	0.08172	20.14	1.416	0.3281	17.25	0.001783	0.02824	11.43	4.489	178.8	242.5	258.3	322	79.5	145.3
VNDL27_3	2010	VNDL	South	0.260901288	27	49.15	122.1	20	494.5	4731.1	0.89	96.1	NA	NA	0.09816	19.08	NA	NA	NA	NA	NA	NA	NA	206.5	256.5	273	323	66.5	191
VNDL27_5	2010	VNDL	South	0.260432103	27	49.15	122.1	20	543	5692.4	1.14	89.1	23.13	0.2219	0.11201	19.54	0.342	0.3753	28.55	0.001726	0.01656	13.4	4.584	204.8	254.8	273	323	68.3	232.7
WELC27_1	2010	WELC	South	0.270386352	27	49.67	121.42	91	314	874.5	0.72	99.8	15.52	0.1987	0.09086	18.27	1.348	0.3084	20.34	0.001869	0.02462	8.43	3.656	181.8	240.8	264	323	82.3	132
WELC27_2	2010	WELC	South	0.262669142	27	49.67	121.42	91	378.5	2540.8	0.71	76	NA	NA	0.105	19.92	NA	NA	NA	NA	NA	NA	NA	175.5	233.8	264.8	323	89.3	128.2
WELC27_3	2010	WELC	South	0.258396609	27	49.67	121.42	91	232.5	615.8	0.52	94.9	12.17	0.2023	0.07225	19.67	0.529	0.1535	18.51	0.001615	0.02685	7.53	5.513	171.3	230.3	263	322	91.8	88.5
WELC27_4	2010	WELC	South	0.258317296	27	49.67	121.42	91	376	3362.1	0.8	73.4	NA	NA	0.10512	19.11	NA	NA	NA	NA	NA	NA	NA	185.3	244.3	264	323	78.8	151
WELC27_5	2010	WELC	South	0.262565107	27	49.67	121.42	91	172.3	205.3	0.43	98.9	23.52	0.2764	0.11426	19.21	-0.037	0.3043	16.28	0.002662	0.03128	8.84	5.651	147.7	227.3	235.8	317.5	94.3	46.5
YALD27_3	2010	YALD	South	0.281153777	27	49.57	121.47	549	403	5485.3	1.06	73.3	NA	NA	0.09041	19.71	NA	NA	NA	NA	NA	NA	NA	192.3	254.8	260.5	323	68.3	204
YALD27_4	2010	YALD	South	0.281097296	27	49.57	121.47	549	483.3	4207.7	1.18	84	NA	NA	0.1002	19.78	NA	NA	NA	NA	NA	NA	NA	192.5	259.5	256	323	63.5	226.5
YALD27_5	2010	YALD	South	0.260910858	27	49.57	121.47	549	536.5	5022.6	1.11	92.6	15.9	0.15	0.11004	18.9	-0.029	0.2095	23.17	0.002163	0.0204	7.35	5.243	211.8	271.8	263	323	51.3	234.2
YALE27_2	2010	YALE	South	0.25996867	27	49.57	121.4	61	445.3	2542.1	1.23	100.7	16.77	0.1811	0.11113	18.26	1.486	0.1906	18.07	0.002536	0.02742	6.6	6.213	172	232	263	323	91	212.4
YALE27_3	2010	YALE	South	0.250455579	27	49.57	121.4	61	226.3	310	0.58	113.9	NA	NA	0.08732	19.97	NA	NA	NA	NA	NA	NA	NA	162.7	222.7	253.5	313.5	100.3	98.8
BLCG28_1	2010	BLCG	South	0.250883906	28	49.83	125.18	91	444	5878.5	1.17	72.3	NA	NA	0.10027	19.49	NA	NA	NA	NA	NA	NA	NA	162.5	236.4	249.1	323	86.6	190.6
BLCG28_3	2010	BLCG	South	0.262246953	28	49.83	125.18	91	364.2	3081.3	1.02	88.2	16.1	0.2158	0.112	20.04	0.151	0.241	25.35	0.001402	0.0188	11.48	4.834	171	235.5	253.6	318.6	86.5	144.4
CMBF28_1	2010	CMBF	South	0.250410901	28	49.95	125.25	76	409.8	2333.7	1.1	90.5	NA	NA	0.11766	17.67	NA	NA	NA	NA	NA	NA	NA	179	242.5	259.5	323	80.5	200.8
CMBF28_2	2010	CMBF	South	0.266056567	28	49.95	125.25	76	438.3	5499.8	1.14	83.2	NA	NA	0.08582	18.63	NA	NA	NA	NA	NA	NA	NA	178.5	247.8	253.8	323	75.3	208.3
CMBF28_3	2010	CMBF	South	0.248681116	28	49.95	125.25	76	439.3	3283.3	1.08	87.2	NA	NA	0.10283	17.24	NA	NA	NA	NA	NA	NA	NA	173.5	240.8	255.8	323	82.3	187.8
CNYH28_1	2010	CNYH	South	0.246393605	28	49.67	125.07	76	464.8	3924.2	1.05	89.4	NA	NA	0.10914	20.9	NA	NA	NA	NA	NA	NA	NA	182.5	250.8	254.8	323	72.3	194.5
CNYH28_2	2010	CNYH	South	0.257536094	28	49.67	125.07	76	387.5	2044.4	1.12	92.5	20.76	0.2543	0.10262	20.22	0.517	0.2797	23.34	0.001675	0.02052	12.4	5.423	150.5	221.5	251	322	100.5	169.2
CNYH28_4	2010	CNYH	South	0.247896395	28	49.67	125.07	76	221	186.8	0.76	125.6	19.04	0.364	0.07328	21.62	0.386	0.2529	15.82	0.001691	0.03234	11.26	5.378	143.3	225	232.3	314	89	114.2
CNYH28_5	2010	CNYH	South	0.243087768	28	49.67	125.07	76	349.3	1385.8	0.98	96.1	15.88	0.1843	0.09643	18.79	0.573	0.296	28.07	0.001461	0.01703	10.73	3.885	168.5	233.8	257.8	323	89.3	168.3
CSYJ28_1	2010	CSYJ	South	0.254952275	28	49.07	123.87	20	420.8	3180.9	0.85	80.4	12.97	0.1669	0.08205	18.91	1.876	0.204	19.91	0.001935	0.02491	6.7	4.498	197	270	250	323	53	169.5
CSYJ28_2	2010	CSYJ	South	0.268917983	28	49.07	123.87	20	552	6875.7	1.23	84.8	19.52	0.1785	0.09225	20.23	1.169	0.2719	23.97	0.002185	0.01999	8.93	5.132	193	260	256	323	63	237.5
CSYJ28_3	2010	CSYJ	South	0.248025494	28	49.07	123.87	20	487.5	3080.4	1.28	105.1	NA	NA	0.09279	18.54	NA	NA	NA	NA	NA	NA	NA	174	247.8	249.3	323	75.3	225.5
FNYI28_1	2010	FNYI	South	0.246626481	28	49.52	124.85	46	335.3	3034	0.73	60.3	14.75	0.1453	0.09299	18.14	0.841	0.198	26.76	0.001824	0.01798	8.08	5.263	159.5	225	257.5	323	98	115.8
FNYI28_2	2010	FNYI	South	0.247546609	28	49.52	124.85	46	400.8	3599.9	0.97	71	NA	NA	0.09365	17.59	NA	NA	NA	NA	NA	NA	NA	161.3	223.3	261	323	99.8	156.8
FNYI28_3	2010	FNYI	South	0.256527511	28	49.52	124.85	46	315	951.9	0.71	95.5	NA	NA	0.09816	18.95	NA	NA	NA	NA	NA	NA	NA	156	221.5	257.5	323	101.5	112.7
FNYI28_4	2010	FNYI	South	0.247370386	28	49.52	124.85	46	381.5	3464.8	1.11	70.8	16.69	0.2571	0.09775	19.45	-0.316	0.2932	19.95	0.001585	0.02442	10.53	4.115	157.3	236.7	243	323	86.3	168.2
LNZK28_2	2010	LNZK	South	0.261518927	28	49.23	124.07	60	419.3	3687.8	1.07	75.6	NA	NA	0.09963	19.73	NA	NA	NA	NA	NA	NA	NA	186	247.8	261.3	323	75.3	200
LNZK28_3	2010	LNZK	South	0.261317639	28	49.23	124.07	60	412.7	1751.9	0.92	106.6	NA	NA	0.10874	19.54	NA	NA	NA	NA	NA	NA	NA	169	241.3	250.7	323	81.7	159.7
LNZK28_4	2010	LNZK	South	0.264304506	28	49.23	124.07	60	493	6186.1	1.13	82.3	NA	NA	0.10324	19.97	NA	NA	NA	NA	NA	NA	NA	171.3	244.3	250	323	78.8	204.5
LNZK28_5	2010	LNZK	South	0.25307073	28	49.23	124.07	60	312.8	956.7	0.94	96.9	NA	NA	0.08844	20.14	NA	NA	NA	NA	NA	NA	NA	162.3	226.8	258.5	323	96.3	154
MEMA28_1	2010	MEMA	South	0.239782532	28	50.22	125.8	30	276.3	633.9	0.83	110.6	NA	NA	0.09086	20.62	NA	NA	NA	NA	NA	NA	NA	138.8	212.5	246.5	320.3	107.8	127.3
MEMA28_3	2010	MEMA	South	0.247030043	28	50.22	125.8	30	544.3	8308.7	1.54	81.3	19.6	0.245	0.08406	19.97	1.132	0.373	26.22	0.001416	0.01774	13.79	3.927	171	253	241	323	70	266
MEMA28_4	2010	MEMA	South	0.254375494	28	50.22	125.8	30	464.3	2797.6	1.39	105.7	NA	NA	0.08934	20.3	NA	NA	NA	NA	NA	NA	NA	164	240.8	246.3	323	82.3	228.5
MEMA28_5	2010	MEMA	South	0.253934292	28	50.22	125.8	30	446.8	3651.3	1.34	84.7	13.91	0.2294	0.10107	18.3	0.396	0.1906	18.96	0.001584	0.02611	8.78	5.259	152.8	235.5	240.3	323	87.5	207
SLMB28_1	2010	SLMB	South	0.249645665	28	50.22	125.82	30	350	2617.1	1.05	72.4	17.25	0.2308	0.09418	19.95	0.097	0.3579	27.71	0.001365	0.01825	12.64	3.612	141.3	223.3	241	323	99.8	146.5
SLMB28_3	2010	SLMB	South	0.26003794	28	50.22	125.82	30	559.3	9994.5	1.56	68.8	NA	NA	0.09008	18.77	NA	NA	NA	NA	NA	NA	NA	171.5	256.5	238	323	66.5	267.8
SLMB28_4	2010	SLMB	South	0.245933605	28	50.22	125.82	30	508.8	4553.8	1.42	87.5	NA	NA	0.09447	19.35	NA	NA	NA	NA	NA	NA	NA	165	253	235	323	70	234.8
SLMC28_1	2010	SLMC	South	0.246424807	28	50.27	125.83	30	330.3	1311	0.83	89.2	17.99	0.1995	0.10439	18.18	1.597	0.1963	23.41	0.0019	0.02107	9.47	6.545	154.5	221.5	256	323	101.5	131.8
SLMC28_2	2010	SLMC	South	0.24461618	28	50.27	125.83	30	576.3	13129.6	1.56	63.1	22.72	0.234	0.09291	20.23	0.86	0.3616	19.83	0.002359	0.02445	9.56	4.593	180	263.5	239.5	323	59.5	282.3
SLMC28_3	2010	SLMC	South	0.253382361	28	50.27	125.83	30	426.5	2900.4	1.2	84.7	NA	NA	0.10611	18.94	NA	NA	NA	NA	NA	NA	NA	162	232	253	323	91	194.7
SLMD28_1	2010	SLMD	South	0.247449185	28	50.28	125.87	30	588.5	7972.1	1.56	83.1	NA	NA	0.10332	19.61	NA	NA	NA	NA	NA	NA	NA	183.3	263.5	242.8	323	59.5	281.5
SLMD28_3	2010	SLMD	South	0.249617167	28	50.28	125.87	30	331.8	3250.6	0.87	72.3	18.32	0.2546	0.08016	18.98	-0.486	0.3088	21.71	0.001753	0.02435	10.46	4.299	156.3	237.3	242	323	85.8	138.8
SLMD28_5	2010	SLMD	South	0.251441674	28	50.28	125.87	30	449.3	4681.8	1.02	74.7	21.32	0.168	0.10242	18.18	0.493	0.302	28.58	0.002223	0.01752	9.59	5.021	196	267	252	323	56	199.3
WHTE28_1	2010	WHTE	South	0.247203562	28	50.13	126.05	213	521	4839.1	1.52	92.8	NA	NA	0.10643	18.99	NA	NA	NA	NA	NA	NA	NA	173	256.5	239.5	323	66.5	264.7
WHTE28_3	2010	WHTE	South	0.254173863	28	50.13	126.05	213	274.8	1335	0.91	83.6	NA	NA	0.08477	20.18	NA	NA	NA	NA	NA	NA	NA	141.5	226.5	235.8	320.8	94.3	141.9
WHTE28_4	2010	WHTE	South	0.252365021	28	50.13	126.05	213	380	2224	1.31	89	20.58	0.2312	0.10783	19.96	2.208	0.3618	29.87	0.001395	0.01567	14.75	4.314	140.5	219.8	243.8	323	103.3	183.5
WHTE28_5	2010	WHTE	South	0.251296524	28	50.13	126.05	213	273.8	979.3	0.85	97	22.72	0.2733	0.0802	18.97	0.883	0.3125	19.75	0.002021	0.02432	11.24	5.25	161	249	232.3	320.3	71.3	138.3
CARS29_2	2010	CARS	Oregon	0.268885556	29	45.75	122.83	650	482	6086.9	1.02	71.4	12.91	0.1439	0.08557	18.84	0.641	0.2142	28.99	0.00151	0.01684	8.55	4.13	190.3	256.5	256.8	323	66.5	207
CARS29_3	2010	CARS	Oregon	0.285283704	29	45.75	122.83	650	418.3	3308.9	0.84	77.9	20.19	0.2434	0.09283	18.03	1.041	0.3146	20.35	0.001946	0.02346	10.38	4.662	219	273.5	268.5	323	49.5	186
CARS29_4	2010	CARS	Oregon	0.275847037	29	45.75	122.83	650	527	4530	1.1	95.8	16.2	0.2124	0.10248	19.06	0.672	0.279	22.7	0.001616	0.02136	10.07	4.173	208.9	269.6	262.3	323	53.4	230.9
LONG29_1	2010	LONG	Oregon	0.255888148	29	46.08	123.92	100	483.8	4567.9	0.75	82	NA	NA	0.10324	20.21	NA	NA	NA	NA	NA	NA	NA	205.5	254.8	273.8	323	68.3	155
LONG29_2	2010	LONG	Oregon	0.283324444	29	46.08	123.92	100	436.5	2817	0.95	110	NA	NA	0.08795	16.68	NA	NA	NA	NA	NA	NA	NA	221.3	270.5	273.8	323	52.5	210.5
LONG29_4	2010	LONG	Oregon	0.285935926	29	46.08	123.92	100	452.5	3896.8	0.95	93.5	NA	NA	0.08664	18.33	NA	NA	NA	NA	NA	NA	NA	224.1	270.9	276.3	323	52.1	214.6
LONG29_5	2010	LONG	Oregon	0.284385556	29	46.08	123.92	100	492.5	5836.3	0.87	76.9	12.4	0.1579	0.09484	17.95	0.063	0.1654	23.05	0.001647	0.02097	7.41	5.099	221	277	267	323	46	194
NBON29_1	2010	NBON	Oregon	0.258524815	29	45.58	122	300	418.3	3760.2	1	77.8	NA	NA	0.09975	20.4	NA	NA	NA	NA	NA	NA	NA	209.3	263	269.3	323	60	212
NBON29_2	2010	NBON	Oregon	0.279463333	29	45.58	122	300	397.8	3836.5	0.8	78.7	24.95	0.2867	0.10307	20.74	0.5	0.4523	20.97	0.001894	0.02176	13.18	4.256	201.8	251.3	273.5	323	71.8	171
PITS29_1	2010	PITS	Oregon	0.27117	29	45.83	123.12	900	400.1	2831.8	0.75	93	12.5	0.1713	0.07833	17.98	1.468	0.151	23.21	0.001531	0.02095	8.15	5.724	212.8	266.2	269.7	323	56.8	152.4
HALS30_1	2010	HALS	Oregon	0.256892963	30	44.42	123.33	300	445.8	5450.9	0.85	74.3	17.01	0.2251	0.07988	19.56	0.711	0.2585	22.66	0.00159	0.02102	10.71	4.783	239.8	278.8	284	323	44.3	204.8
HALS30_2	2010	HALS	Oregon	0.260211852	30	44.42	123.33	300	519.7	5496.7	1.05	96.5	16.06	0.188	0.08689	19.23	-0.398	0.2235	28.07	0.001502	0.01754	10.72	5	238.5	281	280.5	323	42	238.7
HALS30_4	2010	HALS	Oregon	0.251047037	30	44.42	123.33	300	438	2305.4	0.91	105.3	15.78	0.1828	0.09176	21.75	0.517	0.2425	24.6	0.00169	0.01978	9.38	4.607	234	274.8	282.3	323	48.3	182.2
JASP30_1	2010	JASP	Oregon	0.261706296	30	44	122.92	150	412	2207.5	0.81	93.1	17.82	0.2176	0.10283	20.74	1.256	0.321	22.84	0.00171	0.02093	10.39	4.046	232.5	279.3	276.3	323	43.8	160
JASP30_3	2010	JASP	Oregon	0.264398519	30	44	122.92	150	382.8	3419	0.77	73.1	16.46	0.2087	0.07918	21.11	1.38	0.292	35.46	0.001093	0.01387	15.05	4.134	226.3	277.5	271.8	323	45.5	173.8
JASP30_4	2010	JASP	Oregon	0.251753333	30	44	122.92	150	581.7	7889.4	1.17	83.7	19.56	0.2435	0.08664	19.54	0.934	0.3252	29.44	0.001323	0.01647	14.78	4.427	229	277.5	274.5	323	45.5	261.4
JASP30_5	2010	JASP	Oregon	0.259068148	30	44	122.92	150	580.3	8440.1	1.38	80.6	22.03	0.2374	0.08496	18.23	1.539	0.2912	24.28	0.001797	0.01937	12.26	5.525	197	270	250	323	53	270.8
JEFF30_1	2010	JEFF	Oregon	0.247565926	30	44.73	123.08	100	474.3	4715.2	0.96	78.3	18.21	0.2442	0.08209	21.05	0.694	0.3261	25.31	0.001405	0.01881	12.99	4.104	223	267.3	278.8	323	55.8	216.3
JEFF30_2	2010	JEFF	Oregon	0.254962963	30	44.73	123.08	100	628.5	11058.3	1.48	77	16.1	0.154	0.10525	19.39	1.266	0.2704	32.22	0.001604	0.01533	10.04	4.235	200.8	271.8	252	323	51.3	297.2
JEFF30_3	2010	JEFF	Oregon	0.261244074	30	44.73	123.08	100	522	5752.6	0.99	82.8	NA	NA	0.09701	20.02	NA	NA	NA	NA	NA	NA	NA	231.5	270.5	284	323	52.5	231
JEFF30_4	2010	JEFF	Oregon	0.252542593	30	44.73	123.08	100	395.7	3773	0.84	77.8	15.85	0.1887	0.08266	19.53	0.863	0.2623	29.54	0.0014	0.0166	11.41	4.253	195	261.3	256.8	323	61.8	147.7
LAFY30_1	2010	LAFY	Oregon	0.250312963	30	45.2	123.08	100	511.8	4085.2	1.17	94.6	15.63	0.2003	0.09115	21.44	2.087	0.3476	25.73	0.001475	0.01891	10.6	3.253	197.5	275.8	244.8	323	47.3	231.5
LAFY30_2	2010	LAFY	Oregon	0.252378148	30	45.2	123.08	100	567.8	8297.6	1.39	77	21.01	0.2396	0.09635	18.93	2.291	0.2367	19.6	0.002183	0.02489	9.62	6.355	194.5	263.5	254	323	59.5	271
LAFY30_3	2010	LAFY	Oregon	0.250638148	30	45.2	123.08	100	530.5	5584.6	1.27	83.9	NA	NA	0.11611	19.38	NA	NA	NA	NA	NA	NA	NA	201.5	267	257.5	323	56	256.5
LAFY30_5	2010	LAFY	Oregon	0.259014074	30	45.2	123.08	100	545.5	5532.8	1.26	90.3	NA	NA	0.10463	20	NA	NA	NA	NA	NA	NA	NA	220.8	275.3	268.5	323	47.8	278.7
NPLN30_3	2010	NPLN	Oregon	0.263528889	30	45.57	123	100	474.8	7175	1.05	70.1	15.69	0.191	0.08611	18.46	0.403	0.2613	18.94	0.002109	0.02567	7.44	4.347	200.8	267	256.8	323	56	212.3
NPLN30_4	2010	NPLN	Oregon	0.262576667	30	45.57	123	100	448.6	3663.3	1.03	88.4	NA	NA	0.07906	19.09	NA	NA	NA	NA	NA	NA	NA	198.6	251.9	269.8	323	71.1	209.8
